identifier	gene_name	chromosome	status	n_obs	molecular_weight	gravy	pI	description
AT3G14850.1	TBL41	3	canonical	16	28.373276500000017	-0.1853754940711461	8.575407218933105	TRICHOME BIREFRINGENCE-LIKE 41
AT3G14860.1	Q8RWI7	3	canonical	13	54.826796700000116	-0.5957317073170734	6.979168891906738	NHL domain-containing protein
AT3G14870.1	Q9LKB7	3	canonical	10	54.73776830000019	-0.42505263157894724	9.07361888885498	hypothetical protein (DUF641)
AT3G14890.1	ZDP	3	canonical	61	77.38563490000055	-0.6139769452449554	6.181092643737792	phosphoesterase
AT3G14900.1	Q9LKB4	3	canonical	40	71.22013110000029	-0.8119476268412431	4.89835033416748	hypothetical protein
AT3G14910.1	Q9LKB3	3	canonical	20	50.295587000000054	-0.09692307692307693	9.052150917053222	Rab3 GTPase-activating protein non-catalytic subunit
AT3G14920.1	Q9LKB2	3	canonical	38	68.99524600000018	-0.26880131362890003	6.331715965270996	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein
AT3G14930.1	DCUP1	3	canonical	71	46.25367580000004	-0.08157894736842097	6.644841957092285	Uroporphyrinogen decarboxylase
AT3G14940.1	CAPP3	3	canonical	315	110.15837780000085	-0.3888429752066096	5.730757331848145	phosphoenolpyruvate carboxylase 3
AT3G14950.1	TTL2	3	canonical	20	79.75288530000041	-0.31712328767123216	8.863000679016114	tetratricopetide-repeat thioredoxin-like 2
AT3G14960.1	B3GTD	3	canonical	17	38.72141240000005	-0.1221574344023323	8.069137001037596	Galactosyltransferase family protein
AT3G14980.1	IDM1	3	canonical	26	131.32733610000074	-0.48948696383515394	6.689972114562988	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein
AT3G14990.1	DJ1A	3	canonical	186	41.85683000000003	0.10127551020408157	5.31020565032959	Class I glutamine amidotransferase-like superfamily protein
AT3G15000.1	MORF8	3	canonical	62	42.86919869999994	-0.9493670886075951	9.38151988983154	cobalt ion binding protein
AT3G15010.1	UBA2C	3	canonical	37	41.779422099999955	-0.3967821782178223	8.367947959899904	RNA-binding (RRM/RBD/RNP motifs) family protein
AT3G15020.1	MDHM2	3	canonical	185	35.874986799999995	0.126099706744868	8.296452522277832	Lactate/malate dehydrogenase family protein
AT3G15030.1	TCP4	3	canonical	9	45.96283040000011	-0.8183333333333326	6.759940910339356	TCP family transcription factor 4
AT3G15040.1	Q9LKA1	3	canonical	16	25.55005819999999	-0.44938271604938285	6.662689399719239	senescence regulator (Protein of unknown function%2C DUF584)
AT3G15050.1	Q9LKA0	3	canonical	13	29.590690400000025	-0.68918918918919	10.307608222961424	IQ-domain 10
AT3G15060.1	RAA1G	3	canonical	26	24.283043000000013	-0.27926267281106	5.610258674621583	RAB GTPase homolog A1G
AT3G15080.1	Q8LAA0	3	canonical	13	31.125532400000015	-0.8585454545454547	9.920217704772949	Polynucleotidyl transferase%2C ribonuclease H-like superfamily protein
AT3G15090.1	Q9LK96	3	canonical	43	39.393966299999995	0.01612021857923505	9.1300931930542	GroES-like zinc-binding alcohol dehydrogenase family protein
AT3G15095.1	Q9LIM5	3	canonical	39	75.57675410000031	-0.7710526315789473	6.034163856506347	Serine/Threonine-kinase pakA-like protein
AT3G15110.1	Q2HIU0	3	canonical	10	28.61207880000001	-0.030451127819548965	6.186833381652832	transmembrane protein
AT3G15115.1	Q9LIM3	3	canonical	8	38.76511540000004	-1.012979351032448	8.888014411926271	serine/arginine repetitive matrix protein
AT3G15120.1	F4IXH3	3	canonical	54	214.63114220000008	-0.5684749232343934	5.364202690124511	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G15130.1	PP232	3	canonical	3	77.04047890000032	-0.08272859216255447	7.945744514465332	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G15140.1	Y3514	3	canonical	5	38.66989700000003	-0.3080118694362021	7.637705421447754	Polynucleotidyl transferase%2C ribonuclease H-like superfamily protein
AT3G15150.1	NSE2	3	canonical	12	27.71695680000002	-0.4666666666666667	4.913242149353027	RING/U-box superfamily protein
AT3G15160.1	Q8H1F1	3	canonical	15	62.43786970000014	-0.09377224199288257	6.307047843933106	AP-5 complex subunit zeta-1
AT3G15180.1	Q84M90	3	canonical	45	56.69150350000016	0.029479768786126962	5.226311302185057	ARM repeat superfamily protein
AT3G15190.1	RR20	3	canonical	50	21.82602659999999	-0.34108910891089117	10.144503211975099	chloroplast 30S ribosomal protein S20
AT3G15200.1	PP233	3	canonical	2	61.07882040000001	-0.5261950286806888	8.944101905822755	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G15210.1	ERF78	3	canonical	4	23.74052229999996	-0.4833333333333335	9.008763694763182	ethylene responsive element binding factor 4
AT3G15220.1	Q9LDN6	3	canonical	40	76.31725640000049	-0.658115942028985	6.033254432678221	Protein kinase superfamily protein
AT3G15240.2	F4IXI5	3	canonical	11	41.00107750000009	-0.7701657458563531	6.142328453063963	Serine/threonine-protein kinase WNK (With No Lysine)-like protein
AT3G15260.1	P2C39	3	canonical	58	31.629666300000032	-0.24775086505190344	5.511358833312986	Protein phosphatase 2C family protein
AT3G15270.1	SPL5	3	canonical	8	20.9913267	-1.2430939226519337	9.82319278717041	squamosa promoter binding protein-like 5
AT3G15280.1	Q9LDN8	3	canonical	44	16.083404899999984	-0.7686666666666669	5.029421043395996	hypothetical protein
AT3G15290.1	Q9LDF5	3	canonical	24	31.689329800000003	0.029251700680272188	6.604315757751466	3-hydroxyacyl-CoA dehydrogenase family protein
AT3G15300.1	VQ19	3	canonical	12	23.661286799999996	-0.6579908675799088	9.440508460998537	VQ motif-containing protein
AT3G15340.1	PPI2	3	canonical	6	67.3231455000003	-0.8157894736842092	6.405379295349121	proton pump interactor 2
AT3G15350.1	Q9LE60	3	canonical	17	48.540371500000084	-0.2370283018867927	9.40582447052002	Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein
AT3G15351.1	Q9LJR1	3	canonical	7	18.337901500000005	-0.34484848484848535	5.289061546325683	P53/DNA damage-regulated protein
AT3G15352.1	CX171	3	canonical	10	8.051203199999998	-0.5662162162162162	7.592461585998536	cytochrome c oxidase 17
AT3G15353.1	MT3	3	canonical	8	7.373274800000001	-0.3927536231884057	4.606482124328613	metallothionein 3
AT3G15354.1	SPA3	3	canonical	15	93.3842100000007	-0.3623655913978486	5.814140129089356	SPA1-related 3
AT3G15355.1	UBC25	3	canonical	17	67.76850520000022	-0.5827586206896537	4.905227851867674	ubiquitin-conjugating enzyme 25
AT3G15356.1	LECT2	3	canonical	63	29.749066200000023	-0.2900369003690037	8.905356407165527	Legume lectin family protein
AT3G15357.1	Q8LDR8	3	canonical	2	16.0783338	-0.9419580419580421	4.4224943161010755	phosphopantothenoylcysteine decarboxylase subunit
AT3G15360.1	TRXM4	3	canonical	65	21.172024800000003	-0.11968911917098443	9.617409706115723	thioredoxin M-type 4
AT3G15380.1	CHER1	3	canonical	17	78.73593440000037	0.3192857142857144	8.553552436828614	Plasma-membrane choline transporter family protein
AT3G15390.1	SDE5	3	canonical	15	55.16146490000008	-0.7628571428571415	6.528435707092284	silencing defective 5
AT3G15395.1	Q8L9Y4	3	canonical	2	6.413247800000001	-0.2118644067796611	7.955221366882324	HrpN-interacting protein from malus protein
AT3G15400.1	Q9LD84	3	canonical	16	42.81844729999994	-0.523798076923078	5.7366117477417	anther 20
AT3G15410.1	Q8L7Z2	3	canonical	46	64.10311480000014	-0.11147260273972606	6.015577507019042	Leucine-rich repeat (LRR) family protein
AT3G15420.1	Q9LDR3	3	canonical	4	11.969521599999982	-0.25514018691588786	4.609721946716308	Transcription factor TFIIIC%2C tau55-related protein
AT3G15430.1	Q9LDU3	3	canonical	5	53.02795400000004	-0.061885245901639276	8.3662073135376	Regulator of chromosome condensation (RCC1) family protein
AT3G15450.1	Q9LE80	3	canonical	25	27.70000559999999	-0.23320158102766786	6.585388374328613	aluminum induced protein with YGL and LRDR motifs
AT3G15460.1	BRX11	3	canonical	31	36.34953910000002	-0.6517460317460317	9.643906211853025	Ribosomal RNA processing Brix domain protein
AT3G15470.1	Q9LDG7	3	canonical	16	97.4125594000006	-0.6725934314835784	6.700487327575684	Transducin/WD40 repeat-like superfamily protein
AT3G15480.1	Q9LDK1	3	canonical	6	19.415614699999992	0.5508571428571426	8.723039817810058	fiber (DUF1218)
AT3G15500.1	NAC55	3	canonical	14	35.405020100000044	-0.6334384858044164	8.671851921081544	NAC domain containing protein 3
AT3G15510.1	NAC56	3	canonical	21	40.02637050000006	-0.6678571428571431	7.202091407775879	NAC domain containing protein 2
AT3G15520.1	CYP37	3	canonical	64	50.48194360000006	-0.13540772532188827	6.5640169143676745	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
AT3G15540.1	IAA19	3	canonical	3	21.49423809999999	-0.44517766497461947	5.251434135437011	indole-3-acetic acid inducible 19
AT3G15550.1	Q9LRP9	3	canonical	17	84.79956230000042	-0.8986282578875158	6.133006858825683	trichohyalin
AT3G15570.1	Q9LRP8	3	canonical	14	50.203835100000106	-0.35597345132743385	9.168258476257325	Phototropic-responsive NPH3 family protein
AT3G15580.1	ATG8I	3	canonical	3	13.25120189999999	-0.22695652173913036	7.700910377502441	Ubiquitin-like superfamily protein
AT3G15590.1	PP234	3	canonical	64	69.39332170000014	-0.35540983606557347	8.501526451110841	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G15610.1	Q9LW17	3	canonical	50	37.35548320000002	-0.4140762463343109	6.0099504470825185	Transducin/WD40 repeat-like superfamily protein
AT3G15620.1	UVR3	3	canonical	16	63.78957830000012	-0.45845323741007227	8.94107189178467	DNA photolyase family protein
AT3G15640.1	CX5B1	3	canonical	48	19.41539959999999	-0.49374999999999997	4.912503242492675	Rubredoxin-like superfamily protein
AT3G15650.1	Q9LW14	3	canonical	9	27.58893080000001	-0.1549019607843137	7.789279747009277	alpha/beta-Hydrolases superfamily protein
AT3G15660.1	GRS15	3	canonical	31	18.733997499999994	-0.43905325443786974	5.920201683044433	glutaredoxin 4
AT3G15670.1	LEA29	3	canonical	123	24.185879699999983	-1.368888888888887	8.828703498840333	Late embryogenesis abundant protein (LEA) family protein
AT3G15680.1	Q9LW11	3	canonical	13	17.563233999999998	-0.6250000000000002	8.818130683898929	Ran BP2/NZF zinc finger-like superfamily protein
AT3G15690.1	Q8GRT9	3	canonical	88	26.444022199999996	-0.21781376518218618	9.361921501159667	Single hybrid motif superfamily protein
AT3G15710.1	Q9LW08	3	canonical	7	19.846148	0.4066666666666665	5.946177101135253	Peptidase S24/S26A/S26B/S26C family protein
AT3G15720.1	PGLR3	3	canonical	8	49.29927630000013	-0.07412280701754381	5.361588096618653	Pectin lyase-like superfamily protein
AT3G15730.1	PLDA1	3	canonical	358	91.84694310000064	-0.3998765432098761	5.531877708435058	phospholipase D alpha 1
AT3G15750.1	Q9LW04	3	canonical	9	22.091965500000004	-0.7678391959799006	4.860381889343262	Essential protein Yae1%2C N-terminal
AT3G15770.1	B9DGF6	3	canonical	9	18.016760699999995	-0.5259259259259259	4.648088264465333	hypothetical protein
AT3G15790.1	MBD11	3	canonical	57	27.641686000000018	-1.3015748031496053	4.855721092224121	methyl-CPG-binding domain 11
AT3G15800.1	F4J030	3	canonical	13	44.16913560000007	-0.03107769423558904	9.239947319030762	Glycosyl hydrolase superfamily protein
AT3G15810.1	LOR12	3	canonical	17	24.816928399999995	-0.35681818181818203	4.765631294250488	LURP-one-like protein (DUF567)
AT3G15820.1	PDCT1	3	canonical	17	32.97656230000002	0.17176079734219254	9.352831459045408	phosphatidic acid phosphatase-related / PAP2-like protein
AT3G15840.1	PIFI	3	canonical	24	29.690553000000026	-0.3399253731343284	5.837046241760253	post-illumination chlorophyll fluorescence increase
AT3G15850.1	ADS3	3	canonical	10	42.57966850000008	-0.05040431266846366	9.271859169006348	fatty acid desaturase 5
AT3G15880.1	TPR4	3	canonical	92	124.10217920000063	-0.33409691629955895	7.0269136428833	WUS-interacting protein 2
AT3G15890.1	Y3589	3	canonical	21	40.95466320000005	-0.5534626038781167	5.3595987319946286	Protein kinase superfamily protein
AT3G15900.1	Q9LSC1	3	canonical	4	15.010228399999985	0.15106382978723418	10.169259071350098	homoserine O-acetyltransferase
AT3G15920.1	EREX	3	canonical	43	85.62967910000054	-0.6631788079470178	4.9890653610229485	Phox (PX) domain-containing protein
AT3G15940.1	Q9LSB5	3	canonical	25	78.70587220000034	-0.4060258249641309	10.112784767150877	UDP-Glycosyltransferase superfamily protein
AT3G15950.1	NAI2	3	canonical	495	85.01537280000066	-0.702720207253884	4.613757514953612	DNA topoisomerase-like protein
AT3G15960.1	NAI2L	3	canonical	19	54.477991600000124	-0.5546938775510211	4.95649662017822	mismatched DNA binding / ATP binding protein
AT3G15970.1	NU50B	3	canonical	76	49.10787580000008	-0.7369892473118274	4.737439155578613	NUP50 (Nucleoporin 50 kDa) protein
AT3G15980.1	COB23	3	canonical	137	102.47522620000063	-0.29152915291529136	4.8367937088012685	Coatomer%2C beta' subunit
AT3G15990.1	SUT34	3	canonical	7	71.17582340000027	0.44747320061255863	9.60606327056885	sulfate transporter 3%3B4
AT3G16000.1	MFP1	3	canonical	152	81.9715042000004	-0.7720385674931107	5.388984489440918	MAR binding filament-like protein 1
AT3G16010.1	PP236	3	canonical	23	72.92431420000024	-0.30280373831775703	8.02839298248291	Pentatricopeptide repeat (PPR-like) superfamily protein
AT3G16030.1	CE101	3	canonical	17	96.2839265000005	-0.1950588235294121	7.4318346023559565	lectin protein kinase family protein
AT3G16050.1	PDX12	3	canonical	52	33.83517220000004	-0.07292993630573247	5.448608589172363	pyridoxine biosynthesis 1.2
AT3G16060.1	KN13B	3	canonical	59	76.77097600000029	-0.7415204678362559	6.01068935394287	ATP binding microtubule motor family protein
AT3G16090.1	HRD1A	3	canonical	17	56.036022100000146	0.014634146341463782	7.67607173919678	RING/U-box superfamily protein
AT3G16100.1	RAG3C	3	canonical	30	22.965728300000006	-0.33834951456310686	5.399613380432128	RAB GTPase homolog G3C
AT3G16110.1	PDI16	3	canonical	67	59.57003450000012	-0.1966292134831462	4.934784126281736	PDI-like 1-6
AT3G16140.1	PSAH1	3	canonical	67	15.216441499999982	-0.06482758620689642	9.95032444000244	photosystem I subunit H-1
AT3G16150.1	ASPGB	3	canonical	18	34.3408869	0.07230769230769234	4.868850898742674	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
AT3G16170.1	AAE13	3	canonical	51	67.16341750000028	-0.28009868421052664	6.2209367752075195	AMP-dependent synthetase and ligase family protein
AT3G16175.1	Q940V5	3	canonical	4	16.703903499999996	0.156687898089172	5.696710777282715	Thioesterase superfamily protein
AT3G16180.1	PTR32	3	canonical	17	65.33226900000018	0.24839255499153934	9.116490364074707	Major facilitator superfamily protein
AT3G16190.1	NIC4	3	canonical	21	21.857742000000012	-0.06377551020408152	5.746274375915529	Isochorismatase family protein
AT3G16200.1	Q9LU25	3	canonical	21	52.16366410000006	-0.485745614035088	8.523961448669432	DNA-directed RNA polymerase subunit beta
AT3G16220.1	Q6NKQ6	3	canonical	17	29.47745680000003	-0.5031128404669264	9.271859169006348	Putative eukaryotic LigT
AT3G16230.1	F4J1H2	3	canonical	35	50.078045300000056	-0.27461024498886427	9.171095085144042	Putative eukaryotic LigT
AT3G16240.1	TIP21	3	canonical	44	25.026715199999977	0.9744000000000003	5.300258827209471	delta tonoplast integral protein
AT3G16250.1	PNSB3	3	canonical	11	22.418097200000023	-0.591666666666667	8.325785636901855	NDH-dependent cyclic electron flow 1
AT3G16260.1	RNZ4	3	canonical	60	104.72541300000076	-0.3351380042462837	8.036902809143069	tRNAse Z4
AT3G16270.1	MTV1	3	canonical	85	74.89143250000033	-0.5371014492753615	5.36164493560791	ENTH/VHS family protein
AT3G16290.1	FTSI2	3	canonical	64	99.86326700000062	-0.484246575342464	9.270698738098144	AAA-type ATPase family protein
AT3G16300.1	CSPLF	3	canonical	2	23.10980350000001	0.44198113207547135	9.20642375946045	Uncharacterized protein family (UPF0497)
AT3G16310.1	NUP35	3	canonical	31	35.42949640000005	-0.5386018237082066	9.490020179748537	mitotic phosphoprotein N' end (MPPN) family protein
AT3G16320.1	CD27A	3	canonical	9	82.27856710000052	-0.36868131868131787	5.8592134475707995	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G16340.1	AB29G	3	canonical	74	160.29626989999977	0.06257062146892622	8.532084465026855	pleiotropic drug resistance 1
AT3G16350.1	Q84TG2	3	canonical	9	41.19017170000007	-0.6493540051679583	9.067365455627442	Homeodomain-like superfamily protein
AT3G16370.1	APG2	3	canonical	61	38.199190700000024	0.045892351274787524	8.577405738830567	GDSL-like Lipase/Acylhydrolase superfamily protein
AT3G16380.1	PABP6	3	canonical	17	60.352404900000074	-0.46163873370577296	9.555906867980958	poly(A) binding protein 6
AT3G16390.1	JAL27	3	canonical	82	51.2317128000001	-0.28308351177730234	5.034081840515137	nitrile specifier protein 3
AT3G16400.1	JAL28	3	canonical	235	51.669297600000114	-0.30489361702127676	5.311569786071778	nitrile specifier protein 1
AT3G16410.1	JAL29	3	canonical	213	67.60347460000028	-0.3646203554119549	4.990145301818846	nitrile specifier protein 4
AT3G16420.1	JAL30	3	canonical	323	32.157658399999995	-0.3026845637583897	5.455997657775878	PYK10-binding protein 1
AT3G16430.1	JAL31	3	canonical	116	32.23292849999999	-0.33648648648648727	5.8592134475707995	jacalin-related lectin 31
AT3G16440.1	JAL32	3	canonical	58	32.34378169999999	-0.20233333333333356	4.790299415588379	myrosinase-binding protein-like protein-300B
AT3G16450.1	JAL33	3	canonical	170	32.02224989999999	-0.31933333333333397	5.0644338607788075	Mannose-binding lectin superfamily protein
AT3G16460.1	JAL34	3	canonical	375	72.47259520000021	-0.3747517730496453	5.312195014953613	Mannose-binding lectin superfamily protein
AT3G16470.1	JAL35	3	canonical	179	48.49586730000001	-0.2638580931263864	5.123375892639159	Mannose-binding lectin superfamily protein
AT3G16480.1	MPPA2	3	canonical	111	54.05275040000009	-0.1228456913827657	6.041950798034668	mitochondrial processing peptidase alpha subunit
AT3G16490.1	Q9LK76	3	canonical	11	43.65991310000013	-0.7131105398457583	10.084547615051267	IQ-domain 26
AT3G16500.1	IAA26	3	canonical	11	30.12368160000001	-0.8397769516728631	8.580693626403807	phytochrome-associated protein 1
AT3G16510.1	Q9LK74	3	canonical	2	39.28506859999997	-0.6180555555555547	5.970674705505371	Calcium-dependent lipid-binding (CaLB domain) family protein
AT3G16520.1	U88A1	3	canonical	39	50.00005270000006	0.07339246119733911	5.318390464782715	UDP-glucosyl transferase 88A1
AT3G16530.1	LECT5	3	canonical	89	30.508957200000022	-0.28876811594202906	6.977804756164551	Legume lectin family protein
AT3G16560.1	P2C40	3	canonical	15	53.61318070000006	-0.1336713995943206	4.998557472229003	Protein phosphatase 2C family protein
AT3G16565.1	F4J2Q5	3	canonical	19	27.676195200000006	-0.3252964426877473	6.307502555847169	threonyl and alanyl tRNA synthetase second additional domain-containing protein
AT3G16590.1	FB146	3	canonical	12	43.86920910000001	-0.33288770053475975	8.804076576232912	F-box and associated interaction domains-containing protein
AT3G16610.1	PP237	3	canonical	2	72.8448266000003	0.12813455657492306	6.79904613494873	pentatricopeptide (PPR) repeat-containing protein
AT3G16620.1	TC120	3	canonical	73	119.91635260000095	-0.5840220385674926	4.989349555969238	translocon outer complex protein 120
AT3G16630.1	KN13A	3	canonical	66	89.08061190000042	-0.7080604534005045	5.564219093322753	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G16640.1	TCTP1	3	canonical	137	18.910092799999987	-0.28571428571428586	4.515255546569825	translationally controlled tumor protein
AT3G16650.1	PRL2	3	canonical	27	53.56766260000009	-0.46096033402922765	9.335489463806152	Transducin/WD40 repeat-like superfamily protein
AT3G16660.1	Q8GYY6	3	canonical	5	17.85687339999999	0.8416666666666666	8.39444446563721	Pollen Ole e 1 allergen and extensin family protein
AT3G16670.1	Q9LUR6	3	canonical	8	15.874627099999984	0.86038961038961	8.394508934020998	Pollen Ole e 1 allergen and extensin family protein
AT3G16690.1	SWT16	3	canonical	3	25.744092399999996	0.8100000000000009	5.112292289733887	Nodulin MtN3 family protein
AT3G16700.1	FAHD2	3	canonical	12	24.41626670000001	0.04196428571428569	8.559290122985843	Fumarylacetoacetate (FAA) hydrolase family
AT3G16720.1	ATL2	3	canonical	7	34.051214300000055	-0.32861842105263156	6.4652307510375975	TOXICOS EN LEVADURA 2
AT3G16730.1	CNDH2	3	canonical	10	75.8639886000003	-0.828696925329427	5.048405265808105	condensin-2 complex subunit H2-like protein
AT3G16740.1	FBK56	3	canonical	6	45.547368700000106	-0.22762148337595933	9.438058662414551	F-box and associated interaction domains-containing protein
AT3G16760.1	Q6NMH5	3	canonical	131	48.828018900000046	-0.6183157894736835	9.235370063781737	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G16780.1	RL192	3	canonical	59	24.329421499999995	-1.0966507177033489	11.246138954162596	Ribosomal protein L19e family protein
AT3G16785.1	PLDZ1	3	canonical	56	124.5035093000007	-0.45437956204379465	6.262088203430175	phospholipase D P1
AT3G16800.1	P2C41	3	canonical	3	38.600717000000046	-0.22450142450142457	7.944068336486817	Protein phosphatase 2C family protein
AT3G16810.1	PUM24	3	canonical	63	71.60283420000033	-0.43322932917316564	9.163487815856932	pumilio 24
AT3G16830.1	TPR2	3	canonical	125	124.75814080000082	-0.31335101679929206	6.858954429626464	TOPLESS-related 2
AT3G16840.1	RH13	3	canonical	60	93.98497650000061	-0.7349878934624672	8.557936286926271	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G16850.1	Q94C86	3	canonical	38	49.123764300000126	-0.013846153846153812	5.457816505432128	Pectin lyase-like superfamily protein
AT3G16857.1	ARR1	3	canonical	33	72.90969990000019	-0.5493273542600893	6.350813865661621	response regulator 1
AT3G16860.1	COBL8	3	canonical	19	72.0225137000003	-0.21776416539050494	8.797178459167483	COBRA-like protein 8 precursor
AT3G16890.1	PP239	3	canonical	14	74.2572104000004	-0.14066767830045523	9.149884986877442	pentatricopeptide (PPR) domain protein 40
AT3G16895.1	DEF47	3	canonical	7	9.058409199999996	0.002409638554216843	6.073496437072753	Cysteine-rich protein
AT3G16900.1	LOR13	3	canonical	3	20.977115200000007	-0.1789189189189191	9.43734951019287	LURP-one-like protein (DUF567)
AT3G16910.1	AEE7	3	canonical	76	62.95567750000017	-0.17750439367311077	8.345126152038574	acyl-activating enzyme 7
AT3G16920.1	CTL2	3	canonical	20	36.698945100000046	-0.3216216216216218	6.143635749816894	chitinase-like protein
AT3G16940.1	CMTA6	3	canonical	42	96.17669810000075	-0.5279289940828379	8.08770389556885	calmodulin-binding transcription activator
AT3G16950.1	PLPD1	3	canonical	125	60.75585330000007	-0.010877192982456088	8.137022209167483	lipoamide dehydrogenase 1
AT3G16980.1	RPB9A	3	canonical	9	13.275976799999986	-0.6473684210526319	7.54170436859131	RNA polymerases M/15 Kd subunit
AT3G16990.1	TENAE	3	canonical	23	25.06998660000001	-0.2018099547511311	4.897043037414551	heme oxygenase-like%2C multi-helical
AT3G17000.1	UBC32	3	canonical	6	34.32170580000004	-0.2899676375404534	5.3026460647583	ubiquitin-conjugating enzyme 32
AT3G17020.1	Q9LSP5	3	canonical	44	17.77549029999999	0.060122699386503095	6.414018821716309	Adenine nucleotide alpha hydrolases-like superfamily protein
AT3G17030.1	F4J3Z2	3	canonical	13	74.16585420000038	-0.1468562874251502	4.801155662536622	Nucleic acid-binding proteins superfamily
AT3G17040.1	CF107	3	canonical	32	73.4698240000003	-0.5596625766871154	9.167484855651857	high chlorophyll fluorescent 107
AT3G17060.1	PME67	3	canonical	40	38.81164100000003	-0.2555232558139536	8.925470542907718	Pectin lyase-like superfamily protein
AT3G17070.1	PER29	3	canonical	14	36.80630370000007	-0.06666666666666665	4.842932319641112	Peroxidase family protein
AT3G17080.1	Q9LSN9	3	canonical	2	15.640871999999984	-0.30074626865671633	8.685454750061037	Plant self-incompatibility protein S1 family
AT3G17090.1	P2C42	3	canonical	12	42.48860770000008	-0.27994791666666696	6.4389142990112305	Protein phosphatase 2C family protein
AT3G17100.1	BH147	3	canonical	3	25.3110206	-0.6217391304347822	11.601424217224121	sequence-specific DNA binding transcription factor
AT3G17130.1	Q9LSN4	3	canonical	8	19.453349900000003	0.17049180327868857	5.63992862701416	Plant invertase/pectin methylesterase inhibitor superfamily protein
AT3G17150.1	Q0WR80	3	canonical	11	20.748762399999986	-0.20652173913043478	9.015017127990724	Plant invertase/pectin methylesterase inhibitor superfamily protein
AT3G17152.1	Q9LSN2	3	canonical	7	19.482331199999987	-0.06228571428571436	9.000318336486817	Plant invertase/pectin methylesterase inhibitor superfamily protein
AT3G17155.1	DEF46	3	canonical	5	8.591042299999998	0.22500000000000003	8.012340354919434	Cysteine-rich protein
AT3G17160.1	Q9LSN1	3	canonical	20	18.314117200000005	-1.6660606060606062	4.0500284194946286	hypothetical protein
AT3G17170.1	Q948R9	3	canonical	20	36.275320600000065	-1.056050955414012	4.510481071472168	Translation elongation factor EF1B/ribosomal protein S6 family protein
AT3G17180.1	SCP33	3	canonical	6	54.14435080000004	-0.25794979079497937	5.9730619430542	serine carboxypeptidase-like 33
AT3G17205.1	UPL6	3	canonical	55	117.66017380000083	-0.14946550048590887	6.380313301086425	ubiquitin protein ligase 6
AT3G17210.1	POP3	3	canonical	47	12.18383189999999	-0.010091743119265995	5.42320156097412	heat stable protein 1
AT3G17220.1	PMEI2	3	canonical	6	18.36694159999998	-0.06705202312138724	9.113138008117676	pectin methylesterase inhibitor 2
AT3G17227.1	A0A1I9LPY7	3	canonical	4	20.6736892	0.14759358288770055	6.559412956237793	plant invertase/pectin methylesterase inhibitor superfamily protein
AT3G17230.1	Q9LUU8	3	canonical	3	21.38650899999999	0.15876288659793816	6.706512260437012	plant invertase/pectin methylesterase inhibitor superfamily protein
AT3G17240.1	DLDH2	3	canonical	259	53.985437000000076	-0.02268244575936884	6.55350170135498	lipoamide dehydrogenase 2
AT3G17250.1	P2C43	3	canonical	17	47.5984843000001	-0.1921800947867299	5.059545707702636	Protein phosphatase 2C family protein
AT3G17280.1	FBK58	3	canonical	2	43.94359030000007	-0.2541450777202074	5.331463432312011	F-box and associated interaction domains-containing protein
AT3G17300.1	Q93XW8	3	canonical	13	10.43101259999999	-0.6813186813186815	10.003768730163575	COMPLEX 1 LYR-like protein
AT3G17310.1	DRM3	3	canonical	31	79.73000800000045	-0.49647887323943535	4.866293144226074	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT3G17330.1	Q1JPL5	3	canonical	37	65.64890800000035	-0.6816806722689069	8.016982078552246	evolutionarily conserved C-terminal region 6
AT3G17340.1	F4J550	3	canonical	45	121.35131760000094	-0.009816513761468078	4.708962821960449	ARM repeat superfamily protein
AT3G17350.1	F4J551	3	canonical	16	33.58171600000003	-0.08172757475083062	5.826189994812012	wall-associated receptor kinase carboxy-terminal protein
AT3G17360.1	KN12C	3	canonical	27	233.87649060000066	-0.6125847047434685	5.256322288513183	phragmoplast orienting kinesin 1
AT3G17365.1	Q949P5	3	canonical	20	27.35162290000003	-0.4393305439330546	4.724593544006347	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT3G17380.1	F4J556	3	canonical	17	35.12628810000003	-0.3601941747572821	6.513146018981933	TRAF-like family protein
AT3G17390.1	METK4	3	canonical	359	42.795101600000066	-0.25496183206106937	5.513405036926269	S-adenosylmethionine synthetase family protein
AT3G17410.1	CARK1	3	canonical	55	39.56173380000004	-0.30219780219780235	8.973628425598147	Protein kinase superfamily protein
AT3G17420.1	Y3174	3	canonical	45	52.80458020000008	-0.41777301927194865	6.777674674987793	glyoxysomal protein kinase 1
